,level_0,CustomerID,Recency,Frequency,Monetory,R,F,M,RFM,RFM_Score,Loyality
1392,1392,1885.0,371,3,2370.0,4,4,4,444,12,Bronze
1393,1393,1886.0,9,9,21418.0,1,3,3,133,7,Gold
1394,1394,1887.0,24,10,8757.0,2,3,3,233,8,Gold
1395,1395,1888.0,13,13,14419.0,1,2,3,123,6,Gold
1396,1396,1890.0,22,14,23837.0,2,2,3,223,7,Gold
1397,1397,1891.0,7,2,4464.0,1,4,4,144,9,Silver
1398,1398,1893.0,10,9,14530.0,1,3,3,133,7,Gold
1399,1399,1895.0,5,1,1584.0,1,4,4,144,9,Silver
1400,1400,1896.0,2,460,1742879.0,1,1,1,111,3,Platinum
1401,1401,1898.0,36,6,12360.0,2,3,3,233,8,Gold
1402,1402,1900.0,73,8,19364.0,3,3,3,333,9,Silver
1403,1403,1901.0,121,3,13848.0,3,4,3,343,10,Silver
1404,1404,1902.0,213,5,13352.0,4,3,3,433,10,Silver
1405,1405,1903.0,33,2,4368.0,2,4,4,244,10,Silver
1406,1406,1904.0,53,1,1710.0,2,4,4,244,10,Silver
1407,1407,1905.0,254,1,2112.0,4,4,4,444,12,Bronze
1408,1408,1906.0,38,2,5700.0,2,4,4,244,10,Silver
1409,1409,1907.0,278,3,6540.0,4,4,3,443,11,Bronze
1410,1410,1908.0,24,6,19259.0,2,3,3,233,8,Gold
1411,1411,1909.0,367,1,5075.0,4,4,4,444,12,Bronze
1412,1412,1910.0,84,16,41305.0,3,2,2,322,7,Gold
1413,1413,1912.0,37,19,42564.0,2,2,2,222,6,Gold
1414,1414,1914.0,84,14,40090.0,3,2,2,322,7,Gold
1415,1415,1917.0,24,9,18186.0,2,3,3,233,8,Gold
1416,1416,1918.0,23,4,7264.0,2,3,3,233,8,Gold
1417,1417,1919.0,81,1,1984.0,3,4,4,344,11,Bronze
1418,1418,1920.0,60,12,36672.0,3,3,2,332,8,Gold
1419,1419,1921.0,26,7,3610.0,2,3,4,234,9,Silver
1420,1420,1922.0,15,5,1800.0,1,3,4,134,8,Gold
1421,1421,1923.0,255,1,1536.0,4,4,4,444,12,Bronze
1422,1422,1927.0,88,12,28516.0,3,3,2,332,8,Gold
1423,1423,1929.0,19,4,2019.0,1,3,4,134,8,Gold
1424,1424,1931.0,101,2,720.0,3,4,4,344,11,Bronze
1425,1425,1932.0,19,1,186.0,1,4,4,144,9,Silver
1426,1426,1934.0,38,1,915.0,2,4,4,244,10,Silver
1427,1427,1935.0,70,3,3881.0,3,4,4,344,11,Bronze
1428,1428,1936.0,44,8,9181.0,2,3,3,233,8,Gold
1429,1429,1937.0,135,1,441.0,3,4,4,344,11,Bronze
1430,1430,1938.0,139,1,2616.0,3,4,4,344,11,Bronze
1431,1431,1940.0,59,2,7670.0,3,4,3,343,10,Silver
1432,1432,1941.0,336,1,1828.0,4,4,4,444,12,Bronze
1433,1433,1942.0,74,6,2851.0,3,3,4,334,10,Silver
1434,1434,1943.0,247,1,1800.0,4,4,4,444,12,Bronze
1435,1435,1944.0,27,3,797.0,2,4,4,244,10,Silver
1436,1436,1945.0,200,4,1169.0,4,3,4,434,11,Bronze
1437,1437,1947.0,219,1,221.0,4,4,4,444,12,Bronze
1438,1438,1948.0,45,6,1786.0,2,3,4,234,9,Silver
1439,1439,1949.0,56,3,11220.0,2,4,3,243,9,Silver
1440,1440,1950.0,177,1,193.0,4,4,4,444,12,Bronze
1441,1441,1952.0,340,2,4156.0,4,4,4,444,12,Bronze
1442,1442,1953.0,149,15,14738.0,3,2,3,323,8,Gold
1443,1443,1954.0,19,80,56639.0,1,1,2,112,4,Platinum
1444,1444,1955.0,56,2,664.0,2,4,4,244,10,Silver
1445,1445,1957.0,15,10,6682.0,1,3,3,133,7,Gold
1446,1446,1958.0,45,1,4512.0,2,4,4,244,10,Silver
1447,1447,1959.0,55,7,3248.0,2,3,4,234,9,Silver
1448,1448,1960.0,44,3,1003.0,2,4,4,244,10,Silver
1449,1449,1963.0,43,2,2805.0,2,4,4,244,10,Silver
1450,1450,1964.0,267,5,3255.0,4,3,4,434,11,Bronze
1451,1451,1965.0,12,9,3904.0,1,3,4,134,8,Gold
1452,1452,1966.0,17,5,1463.0,1,3,4,134,8,Gold
1453,1453,1967.0,4,19,18106.0,1,2,3,123,6,Gold
1454,1454,1968.0,18,6,5396.0,1,3,4,134,8,Gold
1455,1455,1969.0,42,2,1238.0,2,4,4,244,10,Silver
1456,1456,1970.0,90,2,1411.0,3,4,4,344,11,Bronze
1457,1457,1971.0,175,1,2424.0,4,4,4,444,12,Bronze
1458,1458,1972.0,18,4,15420.0,1,3,3,133,7,Gold
1459,1459,1974.0,6,10,5388.0,1,3,4,134,8,Gold
1460,1460,1975.0,259,2,43400.0,4,4,2,442,10,Silver
1461,1461,1976.0,12,24,13741.0,1,2,3,123,6,Gold
1462,1462,1977.0,23,51,48405.0,2,1,2,212,5,Platinum
1463,1463,1978.0,99,1,554.0,3,4,4,344,11,Bronze
1464,1464,1979.0,78,7,3174.0,3,3,4,334,10,Silver
1465,1465,1980.0,251,1,192.0,4,4,4,444,12,Bronze
1466,1466,1981.0,74,49,52672.0,3,1,2,312,6,Gold
1467,1467,1982.0,173,1,212.0,4,4,4,444,12,Bronze
1468,1468,1985.0,24,15,24802.0,2,2,3,223,7,Gold
1469,1469,1987.0,18,9,80071.0,1,3,2,132,6,Gold
1470,1470,1988.0,272,3,7872.0,4,4,3,443,11,Bronze
1471,1471,1989.0,72,7,2751.0,3,3,4,334,10,Silver
1472,1472,1991.0,29,4,6805.0,2,3,3,233,8,Gold
1473,1473,1992.0,25,7,6758.0,2,3,3,233,8,Gold
1474,1474,1993.0,322,2,1672.0,4,4,4,444,12,Bronze
1475,1475,1994.0,6,4,2255.0,1,3,4,134,8,Gold
1476,1476,1995.0,13,11,4889.0,1,3,4,134,8,Gold
1477,1477,1996.0,317,5,30396.0,4,3,2,432,9,Silver
1478,1478,1997.0,27,13,6085.0,2,2,4,224,8,Gold
1479,1479,1998.0,45,15,8199.0,2,2,3,223,7,Gold
1480,1480,1999.0,10,3,1305.0,1,4,4,144,9,Silver
1481,1481,2000.0,5,50,615473.0,1,1,1,111,3,Platinum
1482,1482,2003.0,41,11,27744.0,2,3,2,232,7,Gold
1483,1483,2004.0,41,3,3554.0,2,4,4,244,10,Silver
1484,1484,2005.0,79,5,17832.0,3,3,3,333,9,Silver
1485,1485,2006.0,47,3,1245.0,2,4,4,244,10,Silver
1486,1486,2007.0,180,1,1331.0,4,4,4,444,12,Bronze
1487,1487,2009.0,278,1,988.0,4,4,4,444,12,Bronze
1488,1488,2010.0,15,2,3981.0,1,4,4,144,9,Silver
1489,1489,2011.0,107,7,18642.0,3,3,3,333,9,Silver
1490,1490,2012.0,82,2,10052.0,3,4,3,343,10,Silver
1491,1491,2014.0,10,41,93523.0,1,2,1,121,4,Platinum
1492,1492,2019.0,76,1,1260.0,3,4,4,344,11,Bronze
1493,1493,2020.0,20,9,19280.0,1,3,3,133,7,Gold
1494,1494,2021.0,312,4,8864.0,4,3,3,433,10,Silver
1495,1495,2022.0,70,2,6536.0,3,4,4,344,11,Bronze
1496,1496,2023.0,292,1,1824.0,4,4,4,444,12,Bronze
1497,1497,2024.0,282,3,9900.0,4,4,3,443,11,Bronze
1498,1498,2025.0,112,6,38568.0,3,3,2,332,8,Gold
1499,1499,2026.0,45,2,3299.0,2,4,4,244,10,Silver
1500,1500,2027.0,8,1,624.0,1,4,4,144,9,Silver
1501,1501,2032.0,34,3,6816.0,2,4,3,243,9,Silver
1502,1502,2033.0,204,2,3202.0,4,4,4,444,12,Bronze
1503,1503,2034.0,27,3,11822.0,2,4,3,243,9,Silver
1504,1504,2035.0,18,11,24696.0,1,3,3,133,7,Gold
1505,1505,2036.0,315,7,18174.0,4,3,3,433,10,Silver
1506,1506,2037.0,143,10,25070.0,3,3,3,333,9,Silver
1507,1507,2038.0,247,2,3462.0,4,4,4,444,12,Bronze
1508,1508,2039.0,24,16,39337.0,2,2,2,222,6,Gold
1509,1509,2040.0,32,5,10350.0,2,3,3,233,8,Gold
1510,1510,2041.0,18,9,30793.0,1,3,2,132,6,Gold
1511,1511,2042.0,37,16,36032.0,2,2,2,222,6,Gold
1512,1512,2043.0,27,1,3412.0,2,4,4,244,10,Silver
1513,1513,2044.0,209,2,5106.0,4,4,4,444,12,Bronze
1514,1514,2045.0,53,5,7984.0,2,3,3,233,8,Gold
1515,1515,2047.0,249,1,1780.0,4,4,4,444,12,Bronze
1516,1516,2049.0,51,3,5754.0,2,4,4,244,10,Silver
1517,1517,2050.0,119,8,16280.0,3,3,3,333,9,Silver
1518,1518,2051.0,8,11,35476.0,1,3,2,132,6,Gold
1519,1519,2053.0,121,13,100033.0,3,2,1,321,6,Gold
1520,1520,2055.0,61,15,23858.0,3,2,3,323,8,Gold
1521,1521,2056.0,52,11,41820.0,2,3,2,232,7,Gold
1522,1522,2057.0,173,2,3750.0,4,4,4,444,12,Bronze
1523,1523,2058.0,112,2,3600.0,3,4,4,344,11,Bronze
1524,1524,2059.0,128,5,17120.0,3,3,3,333,9,Silver
1525,1525,2060.0,47,6,23352.0,2,3,3,233,8,Gold
1526,1526,2062.0,26,7,16026.0,2,3,3,233,8,Gold
1527,1527,2063.0,248,2,3150.0,4,4,4,444,12,Bronze
1528,1528,2064.0,83,1,3492.0,3,4,4,344,11,Bronze
1529,1529,2065.0,51,2,3326.0,2,4,4,244,10,Silver
1530,1530,2066.0,231,1,1275.0,4,4,4,444,12,Bronze
1531,1531,2067.0,10,24,72396.0,1,2,2,122,5,Platinum
1532,1532,2068.0,48,9,20158.0,2,3,3,233,8,Gold
1533,1533,2069.0,166,10,24928.0,4,3,3,433,10,Silver
1534,1534,2070.0,244,3,8796.0,4,4,3,443,11,Bronze
1535,1535,2073.0,19,22,43151.0,1,2,2,122,5,Platinum
1536,1536,2074.0,11,17,28338.0,1,2,2,122,5,Platinum
1537,1537,2075.0,37,1,1308.0,2,4,4,244,10,Silver
1538,1538,2076.0,76,3,1539.0,3,4,4,344,11,Bronze
1539,1539,2077.0,5,3,5952.0,1,4,4,144,9,Silver
1540,1540,2078.0,6,7,13468.0,1,3,3,133,7,Gold
1541,1541,2080.0,5,64,198660.0,1,1,1,111,3,Platinum
1542,1542,2082.0,20,4,5112.0,1,3,4,134,8,Gold
1543,1543,2083.0,212,1,157.0,4,4,4,444,12,Bronze
1544,1544,2084.0,380,1,2154.0,4,4,4,444,12,Bronze
1545,1545,2085.0,329,1,510.0,4,4,4,444,12,Bronze
1546,1546,2088.0,11,7,14280.0,1,3,3,133,7,Gold
1547,1547,2089.0,327,1,576.0,4,4,4,444,12,Bronze
1548,1548,2090.0,80,1,2112.0,3,4,4,344,11,Bronze
1549,1549,2092.0,21,10,45068.0,1,3,2,132,6,Gold
1550,1550,2094.0,73,3,11424.0,3,4,3,343,10,Silver
1551,1551,2095.0,156,1,3168.0,4,4,4,444,12,Bronze
1552,1552,2096.0,39,4,3383.0,2,3,4,234,9,Silver
1553,1553,2099.0,5,6,33154.0,1,3,2,132,6,Gold
1554,1554,2100.0,24,5,56454.0,2,3,2,232,7,Gold
1555,1555,2101.0,194,2,4536.0,4,4,4,444,12,Bronze
1556,1556,2102.0,64,3,6116.0,3,4,4,344,11,Bronze
1557,1557,2103.0,5,14,33387.0,1,2,2,122,5,Platinum
1558,1558,2105.0,12,5,11668.0,1,3,3,133,7,Gold
1559,1559,2106.0,101,1,1620.0,3,4,4,344,11,Bronze
1560,1560,2108.0,81,7,8049.0,3,3,3,333,9,Silver
1561,1561,2109.0,26,8,10338.0,2,3,3,233,8,Gold
1562,1562,2110.0,366,1,10464.0,4,4,3,443,11,Bronze
1563,1563,2111.0,91,3,6648.0,3,4,3,343,10,Silver
1564,1564,2113.0,11,2,5234.0,1,4,4,144,9,Silver
1565,1565,2114.0,226,2,4536.0,4,4,4,444,12,Bronze
1566,1566,2115.0,63,3,5451.0,3,4,4,344,11,Bronze
1567,1567,2117.0,335,2,3738.0,4,4,4,444,12,Bronze
1568,1568,2118.0,8,8,14064.0,1,3,3,133,7,Gold
1569,1569,2119.0,104,1,1734.0,3,4,4,344,11,Bronze
1570,1570,2121.0,12,18,32647.0,1,2,2,122,5,Platinum
1571,1571,2122.0,177,1,1346.0,4,4,4,444,12,Bronze
1572,1572,2123.0,52,12,34088.0,2,3,2,232,7,Gold
1573,1573,2125.0,326,1,9100.0,4,4,3,443,11,Bronze
1574,1574,2126.0,228,3,2052.0,4,4,4,444,12,Bronze
1575,1575,2128.0,235,3,6222.0,4,4,4,444,12,Bronze
1576,1576,2130.0,221,2,4020.0,4,4,4,444,12,Bronze
1577,1577,2131.0,71,6,15056.0,3,3,3,333,9,Silver
1578,1578,2132.0,247,1,1600.0,4,4,4,444,12,Bronze
1579,1579,2133.0,117,4,11956.0,3,3,3,333,9,Silver
1580,1580,2135.0,319,5,8574.0,4,3,3,433,10,Silver
1581,1581,2137.0,8,6,10539.0,1,3,3,133,7,Gold
1582,1582,2138.0,99,7,16554.0,3,3,3,333,9,Silver
1583,1583,2139.0,11,5,11980.0,1,3,3,133,7,Gold
1584,1584,2140.0,50,5,11190.0,2,3,3,233,8,Gold
1585,1585,2141.0,73,10,39219.0,3,3,2,332,8,Gold
1586,1586,2143.0,70,2,3672.0,3,4,4,344,11,Bronze
1587,1587,2144.0,136,5,13390.0,3,3,3,333,9,Silver
1588,1588,2145.0,242,4,8310.0,4,3,3,433,10,Silver
1589,1589,2147.0,66,20,37494.0,3,2,2,322,7,Gold
1590,1590,2148.0,36,15,98808.0,2,2,1,221,5,Platinum
1591,1591,2149.0,37,2,3960.0,2,4,4,244,10,Silver
1592,1592,2150.0,82,3,5663.0,3,4,4,344,11,Bronze
1593,1593,2151.0,129,1,2016.0,3,4,4,344,11,Bronze
1594,1594,2152.0,68,3,9498.0,3,4,3,343,10,Silver
1595,1595,2157.0,136,3,4128.0,3,4,4,344,11,Bronze
1596,1596,2161.0,236,3,4908.0,4,4,4,444,12,Bronze
1597,1597,2166.0,9,14,15286.0,1,2,3,123,6,Gold
1598,1598,2167.0,59,5,5880.0,3,3,4,334,10,Silver
1599,1599,2168.0,6,2,3960.0,1,4,4,144,9,Silver
1600,1600,2169.0,44,1,1812.0,2,4,4,244,10,Silver
1601,1601,2170.0,67,6,1713.0,3,3,4,334,10,Silver
1602,1602,2171.0,52,1,1536.0,2,4,4,244,10,Silver
1603,1603,2172.0,355,1,2304.0,4,4,4,444,12,Bronze
1604,1604,2174.0,64,12,18339.0,3,3,3,333,9,Silver
1605,1605,2176.0,23,5,12504.0,2,3,3,233,8,Gold
1606,1606,2177.0,205,11,34681.0,4,3,2,432,9,Silver
1607,1607,2178.0,36,5,8724.0,2,3,3,233,8,Gold
1608,1608,2179.0,18,17,59333.0,1,2,2,122,5,Platinum
1609,1609,2180.0,326,1,-4683.0,4,4,4,444,12,Bronze
1610,1610,2181.0,204,2,736.0,4,4,4,444,12,Bronze
1611,1611,2182.0,51,16,33918.0,2,2,2,222,6,Gold
1612,1612,2183.0,12,1,1760.0,1,4,4,144,9,Silver
1613,1613,2184.0,4,29,72602.0,1,2,2,122,5,Platinum
1614,1614,2185.0,379,1,35700.0,4,4,2,442,10,Silver
1615,1615,2186.0,72,3,6108.0,3,4,4,344,11,Bronze
1616,1616,2187.0,75,12,26462.0,3,3,2,332,8,Gold
1617,1617,2190.0,65,5,13764.0,3,3,3,333,9,Silver
1618,1618,2192.0,275,2,4200.0,4,4,4,444,12,Bronze
1619,1619,2193.0,9,135,523360.0,1,1,1,111,3,Platinum
1620,1620,2194.0,80,1,1776.0,3,4,4,344,11,Bronze
1621,1621,2196.0,200,1,3060.0,4,4,4,444,12,Bronze
1622,1622,2197.0,107,2,360.0,3,4,4,344,11,Bronze
1623,1623,2201.0,46,2,1119.0,2,4,4,244,10,Silver
1624,1624,2202.0,72,4,8812.0,3,3,3,333,9,Silver
1625,1625,2203.0,91,1,1528.0,3,4,4,344,11,Bronze
1626,1626,2204.0,106,3,877.0,3,4,4,344,11,Bronze
1627,1627,2206.0,53,1,3250.0,2,4,4,244,10,Silver
1628,1628,2209.0,372,3,17904.0,4,4,3,443,11,Bronze
1629,1629,2211.0,160,9,2462.0,4,3,4,434,11,Bronze
1630,1630,2214.0,90,1,12768.0,3,4,3,343,10,Silver
1631,1631,2215.0,122,4,3978.0,3,3,4,334,10,Silver
1632,1632,2218.0,48,1,1270.0,2,4,4,244,10,Silver
1633,1633,2219.0,337,2,4218.0,4,4,4,444,12,Bronze
1634,1634,2222.0,188,1,1260.0,4,4,4,444,12,Bronze
1635,1635,2224.0,14,15,19246.0,1,2,3,123,6,Gold
1636,1636,2225.0,256,3,4109.0,4,4,4,444,12,Bronze
1637,1637,2226.0,36,3,6680.0,2,4,3,243,9,Silver
1638,1638,2227.0,40,73,51377.0,2,1,2,212,5,Platinum
1639,1639,2228.0,5,32,68080.0,1,2,2,122,5,Platinum
1640,1640,2231.0,242,5,11039.0,4,3,3,433,10,Silver
1641,1641,2232.0,99,3,5592.0,3,4,4,344,11,Bronze
1642,1642,2233.0,31,7,12364.0,2,3,3,233,8,Gold
1643,1643,2235.0,62,7,14832.0,3,3,3,333,9,Silver
1644,1644,2238.0,46,12,68512.0,2,3,2,232,7,Gold
1645,1645,2239.0,147,1,13824.0,3,4,3,343,10,Silver
1646,1646,2240.0,17,15,20774.0,1,2,3,123,6,Gold
1647,1647,2241.0,138,1,2568.0,3,4,4,344,11,Bronze
1648,1648,2242.0,119,14,14625.0,3,2,3,323,8,Gold
1649,1649,2243.0,193,12,17938.0,4,3,3,433,10,Silver
1650,1650,2244.0,10,13,87174.0,1,2,1,121,4,Platinum
1651,1651,2245.0,272,1,2244.0,4,4,4,444,12,Bronze
1652,1652,2246.0,15,40,103902.0,1,2,1,121,4,Platinum
1653,1653,2247.0,170,4,13500.0,4,3,3,433,10,Silver
1654,1654,2249.0,189,5,11856.0,4,3,3,433,10,Silver
1655,1655,2250.0,271,1,2108.0,4,4,4,444,12,Bronze
1656,1656,2252.0,7,5,11832.0,1,3,3,133,7,Gold
1657,1657,2253.0,285,2,3468.0,4,4,4,444,12,Bronze
1658,1658,2254.0,82,4,10080.0,3,3,3,333,9,Silver
1659,1659,2257.0,297,1,1370.0,4,4,4,444,12,Bronze
1660,1660,2258.0,17,10,17002.0,1,3,3,133,7,Gold
1661,1661,2259.0,11,1,2304.0,1,4,4,144,9,Silver
1662,1662,2261.0,155,2,29808.0,4,4,2,442,10,Silver
1663,1663,2262.0,194,1,7008.0,4,4,3,443,11,Bronze
1664,1664,2263.0,302,3,2091.0,4,4,4,444,12,Bronze
1665,1665,2264.0,34,6,2503.0,2,3,4,234,9,Silver
1666,1666,2266.0,105,6,18384.0,3,3,3,333,9,Silver
1667,1667,2267.0,32,5,12100.0,2,3,3,233,8,Gold
1668,1668,2269.0,12,4,8424.0,1,3,3,133,7,Gold
1669,1669,2270.0,319,2,3036.0,4,4,4,444,12,Bronze
1670,1670,2271.0,71,11,29562.0,3,3,2,332,8,Gold
1671,1671,2272.0,91,1,3030.0,3,4,4,344,11,Bronze
1672,1672,2274.0,315,3,6390.0,4,4,4,444,12,Bronze
1673,1673,2275.0,328,1,2052.0,4,4,4,444,12,Bronze
1674,1674,2277.0,256,2,5736.0,4,4,4,444,12,Bronze
1675,1675,2278.0,21,7,2141.0,1,3,4,134,8,Gold
1676,1676,2279.0,34,18,10590.0,2,2,3,223,7,Gold
1677,1677,2281.0,29,6,10539.0,2,3,3,233,8,Gold
1678,1678,2283.0,88,4,1950.0,3,3,4,334,10,Silver
1679,1679,2284.0,204,2,31.0,4,4,4,444,12,Bronze
1680,1680,2285.0,24,3,1660.0,2,4,4,244,10,Silver
1681,1681,2286.0,14,31,13888.0,1,2,3,123,6,Gold
1682,1682,2287.0,270,2,391.0,4,4,4,444,12,Bronze
1683,1683,2288.0,132,2,828.0,3,4,4,344,11,Bronze
1684,1684,2289.0,146,1,264.0,3,4,4,344,11,Bronze
1685,1685,2291.0,3,39,43067.0,1,2,2,122,5,Platinum
1686,1686,2292.0,12,4,3914.0,1,3,4,134,8,Gold
1687,1687,2293.0,269,3,9456.0,4,4,3,443,11,Bronze
1688,1688,2295.0,315,2,4050.0,4,4,4,444,12,Bronze
1689,1689,2296.0,31,2,5256.0,2,4,4,244,10,Silver
1690,1690,2297.0,39,1,1614.0,2,4,4,244,10,Silver
1691,1691,2298.0,73,2,2616.0,3,4,4,344,11,Bronze
1692,1692,2299.0,41,3,1651.0,2,4,4,244,10,Silver
1693,1693,2301.0,285,4,11652.0,4,3,3,433,10,Silver
1694,1694,2302.0,264,4,1443.0,4,3,4,434,11,Bronze
1695,1695,2304.0,358,5,1242.0,4,3,4,434,11,Bronze
1696,1696,2305.0,102,2,5856.0,3,4,4,344,11,Bronze
1697,1697,2307.0,339,10,4816.0,4,3,4,434,11,Bronze
1698,1698,2308.0,85,7,7658.0,3,3,3,333,9,Silver
1699,1699,2309.0,91,3,1201.0,3,4,4,344,11,Bronze
1700,1700,2310.0,15,5,5814.0,1,3,4,134,8,Gold
1701,1701,2313.0,3,7,3535.0,1,3,4,134,8,Gold
1702,1702,2314.0,118,3,3720.0,3,4,4,344,11,Bronze
1703,1703,2316.0,78,6,13284.0,3,3,3,333,9,Silver
1704,1704,2317.0,66,1,1056.0,3,4,4,344,11,Bronze
1705,1705,2318.0,126,1,804.0,3,4,4,344,11,Bronze
1706,1706,2319.0,51,3,6960.0,2,4,3,243,9,Silver
1707,1707,2320.0,170,8,2499.0,4,3,4,434,11,Bronze
1708,1708,2321.0,4,18,43800.0,1,2,2,122,5,Platinum
1709,1709,2322.0,31,17,65002.0,2,2,2,222,6,Gold
1710,1710,2324.0,29,4,15990.0,2,3,3,233,8,Gold
1711,1711,2325.0,181,5,11736.0,4,3,3,433,10,Silver
1712,1712,2326.0,36,3,10404.0,2,4,3,243,9,Silver
1713,1713,2327.0,37,4,2265.0,2,3,4,234,9,Silver
1714,1714,2328.0,26,9,11021.0,2,3,3,233,8,Gold
1715,1715,2329.0,22,1,3360.0,2,4,4,244,10,Silver
1716,1716,2330.0,4,39,84812.0,1,2,2,122,5,Platinum
1717,1717,2331.0,18,3,5798.0,1,4,4,144,9,Silver
1718,1718,2332.0,33,27,57891.0,2,2,2,222,6,Gold
1719,1719,2333.0,364,9,2722.0,4,3,4,434,11,Bronze
1720,1720,2335.0,85,2,4416.0,3,4,4,344,11,Bronze
1721,1721,2336.0,24,19,11852.0,2,2,3,223,7,Gold
1722,1722,2337.0,176,1,300.0,4,4,4,444,12,Bronze
1723,1723,2338.0,191,3,1473.0,4,4,4,444,12,Bronze
1724,1724,2340.0,14,8,4188.0,1,3,4,134,8,Gold
1725,1725,2342.0,35,30,140400.0,2,2,1,221,5,Platinum
1726,1726,2343.0,16,52,54813.0,1,1,2,112,4,Platinum
1727,1727,2344.0,51,1,1164.0,2,4,4,244,10,Silver
1728,1728,2345.0,236,2,1676.0,4,4,4,444,12,Bronze
1729,1729,2346.0,65,33,51216.0,3,2,2,322,7,Gold
1730,1730,2347.0,10,1,2988.0,1,4,4,144,9,Silver
1731,1731,2348.0,46,20,43402.0,2,2,2,222,6,Gold
1732,1732,2349.0,92,4,1939.0,3,3,4,334,10,Silver
1733,1733,2352.0,3,10,7690.0,1,3,3,133,7,Gold
1734,1734,2354.0,90,6,13183.0,3,3,3,333,9,Silver
1735,1735,2355.0,258,3,766.0,4,4,4,444,12,Bronze
1736,1736,2356.0,24,63,53029.0,2,1,2,212,5,Platinum
1737,1737,2357.0,24,9,13371.0,2,3,3,233,8,Gold
1738,1738,2358.0,9,16,10841.0,1,2,3,123,6,Gold
1739,1739,2359.0,27,11,9173.0,2,3,3,233,8,Gold
1740,1740,2360.0,21,3,2134.0,1,4,4,144,9,Silver
1741,1741,2361.0,176,2,894.0,4,4,4,444,12,Bronze
1742,1742,2363.0,9,4,13672.0,1,3,3,133,7,Gold
1743,1743,2364.0,13,1,1032.0,1,4,4,144,9,Silver
1744,1744,2365.0,117,2,1334.0,3,4,4,344,11,Bronze
1745,1745,2367.0,174,3,8160.0,4,4,3,443,11,Bronze
1746,1746,2368.0,57,3,716.0,3,4,4,344,11,Bronze
1747,1747,2369.0,9,54,47290.0,1,1,2,112,4,Platinum
1748,1748,2370.0,81,9,16016.0,3,3,3,333,9,Silver
1749,1749,2371.0,109,2,1205.0,3,4,4,344,11,Bronze
1750,1750,2372.0,42,2,1047.0,2,4,4,244,10,Silver
1751,1751,2373.0,226,1,357.0,4,4,4,444,12,Bronze
1752,1752,2374.0,64,4,2640.0,3,3,4,334,10,Silver
1753,1753,2375.0,281,2,3344.0,4,4,4,444,12,Bronze
1754,1754,2376.0,13,48,22977.0,1,1,3,113,5,Platinum
1755,1755,2377.0,32,2,2700.0,2,4,4,244,10,Silver
1756,1756,2378.0,30,2,14055.0,2,4,3,243,9,Silver
1757,1757,2379.0,21,1,2928.0,1,4,4,144,9,Silver
1758,1758,2381.0,25,4,7343.0,2,3,3,233,8,Gold
1759,1759,2384.0,5,7,11685.0,1,3,3,133,7,Gold
1760,1760,2385.0,132,3,4130.0,3,4,4,344,11,Bronze
1761,1761,2386.0,20,34,51453.0,1,2,2,122,5,Platinum
1762,1762,2387.0,32,7,5640.0,2,3,4,234,9,Silver
1763,1763,2388.0,14,17,16497.0,1,2,3,123,6,Gold
1764,1764,2389.0,34,8,2470.0,2,3,4,234,9,Silver
1765,1765,2390.0,363,15,3005.0,4,2,4,424,10,Silver
1766,1766,2392.0,156,1,284.0,4,4,4,444,12,Bronze
1767,1767,2394.0,70,3,813.0,3,4,4,344,11,Bronze
1768,1768,2395.0,162,6,2992.0,4,3,4,434,11,Bronze
1769,1769,2396.0,34,1,1938.0,2,4,4,244,10,Silver
1770,1770,2397.0,24,9,4666.0,2,3,4,234,9,Silver
1771,1771,2398.0,184,1,2208.0,4,4,4,444,12,Bronze
1772,1772,2400.0,260,8,17094.0,4,3,3,433,10,Silver
1773,1773,2403.0,73,1,8112.0,3,4,3,343,10,Silver
1774,1774,2404.0,18,6,14416.0,1,3,3,133,7,Gold
1775,1775,2405.0,221,14,32743.0,4,2,2,422,8,Gold
1776,1776,2407.0,57,1,4176.0,3,4,4,344,11,Bronze
1777,1777,2408.0,34,2,4548.0,2,4,4,244,10,Silver
1778,1778,2409.0,18,22,41258.0,1,2,2,122,5,Platinum
1779,1779,2412.0,62,2,6372.0,3,4,4,344,11,Bronze
1780,1780,2413.0,44,1,2664.0,2,4,4,244,10,Silver
1781,1781,2414.0,64,21,59018.0,3,2,2,322,7,Gold
1782,1782,2415.0,344,1,600.0,4,4,4,444,12,Bronze
1783,1783,2416.0,62,4,9546.0,3,3,3,333,9,Silver
1784,1784,2417.0,194,1,2088.0,4,4,4,444,12,Bronze
1785,1785,2419.0,17,4,12998.0,1,3,3,133,7,Gold
1786,1786,2421.0,12,31,62557.0,1,2,2,122,5,Platinum
1787,1787,2422.0,102,2,3864.0,3,4,4,344,11,Bronze
1788,1788,2423.0,12,1,9780.0,1,4,3,143,8,Gold
1789,1789,2424.0,63,7,16198.0,3,3,3,333,9,Silver
1790,1790,2426.0,199,12,13339.0,4,3,3,433,10,Silver
1791,1791,2427.0,149,1,2616.0,3,4,4,344,11,Bronze
1792,1792,2428.0,260,1,2160.0,4,4,4,444,12,Bronze
1793,1793,2429.0,108,11,28242.0,3,3,2,332,8,Gold
1794,1794,2430.0,78,2,7344.0,3,4,3,343,10,Silver
1795,1795,2431.0,9,12,25710.0,1,3,3,133,7,Gold
1796,1796,2432.0,46,4,13198.0,2,3,3,233,8,Gold
1797,1797,2433.0,16,9,23128.0,1,3,3,133,7,Gold
